표찰번호,지번주소,위도,경도
362-30,광주광역시 서구 동천동 753,35.16941833,126.8728104
362-31,광주광역시 서구 동천동 753,35.16970825,126.8728333
362-32,광주광역시 서구 동천동 753,35.17004013,126.8728561
362-33,광주광역시 서구 동천동 753,35.17040634,126.8728714
362-34,광주광역시 서구 동천동 753,35.17080688,126.8729019
362-35,광주광역시 서구 동천동 753,35.17116928,126.8729248
362-36,광주광역시 서구 동천동 658,35.17099762,126.8727493
362-37,광주광역시 서구 동천동 658,35.170681,126.8727264
362-38,광주광역시 서구 동천동 658,35.17050552,126.8727112
362-39,광주광역시 서구 동천동 658,35.17022324,126.8726959
362-40,광주광역시 서구 동천동 658,35.16985703,126.8726578
362-41,광주광역시 서구 동천동 658,35.16955566,126.8726501
362-42,광주광역시 서구 동천동 658,35.16915131,126.8726196
363-1,광주광역시 서구 동천동 648,35.17043304,126.8699341
363-2,광주광역시 서구 동천동 651,35.17017746,126.8699188
363-3,광주광역시 서구 동천동 651,35.16970825,126.869873
363-4,광주광역시 서구 동천동 648,35.16937637,126.8698425
363-5,광주광역시 서구 동천동 648,35.16912842,126.8698044
363-6,광주광역시 서구 동천동 648,35.16888809,126.8697968
363-7,광주광역시 서구 동천동 651,35.1685524,126.8697739
363-8,광주광역시 서구 동천동 754,35.1684227,126.8700409
363-9,광주광역시 서구 동천동 660,35.16866684,126.870079
363-10,광주광역시 서구 동천동 659,35.16896439,126.8701096
363-11,광주광역시 서구 동천동 754,35.16933441,126.8701172
363-12,광주광역시 서구 동천동 754,35.16968918,126.8701553
363-13,광주광역시 서구 동천동 659,35.16987991,126.8701782
363-14,광주광역시 서구 동천동 658,35.17012405,126.8702011
363-15,광주광역시 서구 동천동 754,35.17060089,126.8702393
363-16,광주광역시 서구 동천동 754,35.17074585,126.8702545
363-17,광주광역시 서구 동천동 754,35.17098236,126.8702621
363-18,광주광역시 서구 동천동 754,35.17123795,126.8702927
363-19,광주광역시 서구 동천동 631,35.17131424,126.8700104
363-20,광주광역시 서구 동천동 651,35.17103195,126.8699875
363-21,광주광역시 서구 동천동 632,35.17088699,126.8698502
363-22,광주광역시 서구 동천동 651,35.17088699,126.869545
363-23,광주광역시 서구 동천동 640,35.17090607,126.8690414
363-24,광주광역시 서구 동천동 651,35.17095566,126.8685913
363-25,광주광역시 서구 동천동 651,35.17099762,126.8682022
363-26,광주광역시 서구 동천동 633,35.17102814,126.8677368
363-27,광주광역시 서구 동천동 643,35.17089611,126.8675204
363-28,광주광역시 서구 동천동 651,35.17088699,126.8679199
363-29,광주광역시 서구 동천동 651,35.17087555,126.8683777
363-30,광주광역시 서구 동천동 651,35.17084885,126.8688126
363-31,광주광역시 서구 동천동 651,35.17082596,126.8692093
363-32,광주광역시 서구 동천동 651,35.17079544,126.8697433
363-33,광주광역시 서구 동천동 651,35.17078781,126.8698578
363-34,광주광역시 서구 동천동 651,35.1706543,126.8699722
364-1,광주광역시 서구 동천동 649,35.16850686,126.8669219
364-2,광주광역시 서구 동천동 616-1,35.16859097,126.8665609
364-3,광주광역시 서구 동천동 616-1,35.16865144,126.866226
364-4,광주광역시 서구 동천동 616-1,35.16873653,126.8657429
364-5,광주광역시 서구 동천동 651,35.16885533,126.8651747
364-6,광주광역시 서구 동천동 617,35.16897967,126.8645227
364-7,광주광역시 서구 동천동 651,35.16901535,126.8641933
364-8,광주광역시 서구 동천동 651,35.16904431,126.8638969
364-9,광주광역시 서구 동천동 336,35.16889232,126.8639918
364-10,광주광역시 서구 동천동 340,35.16887009,126.864269
364-11,광주광역시 서구 동천동 343,35.16879634,126.8648125
364-12,광주광역시 서구 동천동 349,35.16866967,126.8653959
364-13,광주광역시 서구 동천동 353,35.16854073,126.86596
364-14,광주광역시 서구 동천동 353,35.16846452,126.8663251
364-15,광주광역시 서구 동천동 353,35.16839837,126.866623
364-16,광주광역시 서구 동천동 353,35.1683378,126.8668701
364-17,광주광역시 서구 동천동 353,35.16826606,126.8672105
364-18,광주광역시 서구 동천동 353,35.16818088,126.867614
364-19,광주광역시 서구 동천동 353,35.16808342,126.8681314
364-20,광주광역시 서구 동천동 353,35.16800295,126.8687325
364-21,광주광역시 서구 동천동 353,35.16798669,126.8693267
364-22,광주광역시 서구 동천동 356,35.16799603,126.8696285
364-23,광주광역시 서구 동천동 650,35.16820006,126.8697201
364-24,광주광역시 서구 동천동 650,35.16814363,126.8696324
364-25,광주광역시 서구 동천동 651,35.16813542,126.8693319
364-26,광주광역시 서구 동천동 650,35.16812156,126.8690191
364-27,광주광역시 서구 동천동 650,35.16817838,126.8684249
364-28,광주광역시 서구 동천동 649,35.16826006,126.8678993
364-29,광주광역시 서구 동천동 649,35.1683497,126.8674463
364-30,광주광역시 서구 동천동 651,35.16843951,126.8671498
365-1,광주광역시 서구 동천동 507,35.16872215,126.8600034
365-2,광주광역시 서구 동천동 654,35.16864993,126.8599047
365-3,광주광역시 서구 동천동 654,35.16855939,126.8595564
365-4,광주광역시 서구 동천동 507,35.16845303,126.8591751
365-5,광주광역시 서구 동천동 506,35.16827886,126.8586019
365-6,광주광역시 서구 동천동 511,35.1681375,126.858163
365-7,광주광역시 서구 동천동 278,35.16793506,126.857513
365-8,광주광역시 서구 동천동 277,35.16776657,126.8569919
365-9,광주광역시 서구 동천동 277,35.16756013,126.8567755
365-10,광주광역시 서구 동천동 277,35.16774779,126.8573075
365-11,광주광역시 서구 동천동 278,35.16791746,126.8578725
365-12,광주광역시 서구 덕흥동 279,35.16809615,126.8584485
365-13,광주광역시 서구 동천동 512,35.16824545,126.8589449
365-14,광주광역시 서구 동천동 284,35.1683835,126.8594551
365-15,광주광역시 서구 동천동 286,35.16848305,126.859798
365-16,광주광역시 서구 동천동 291,35.16856003,126.8601134
365-17,광주광역시 서구 동천동 291,35.16857825,126.8602835
365-18,광주광역시 서구 동천동 291,35.16864176,126.8606374
365-19,광주광역시 서구 동천동 294,35.16871672,126.8611587
365-20,광주광역시 서구 동천동 301,35.168794,126.8617431
365-21,광주광역시 서구 동천동 320,35.16885555,126.8623605
365-22,광주광역시 서구 동천동 326,35.1688945,126.8629339
365-23,광주광역시 서구 동천동 329,35.16891966,126.8632605
365-24,광주광역시 서구 동천동 329,35.16890864,126.86348
365-25,광주광역시 서구 동천동 651,35.16905737,126.8634825
365-26,광주광역시 서구 동천동 651,35.16905472,126.8631312
365-27,광주광역시 서구 동천동 584-1,35.1690113,126.8626017
365-28,광주광역시 서구 동천동 298,35.16892841,126.8620324
365-29,광주광역시 서구 동천동 297,35.16885784,126.8614041
365-30,광주광역시 서구 동천동 294,35.1687862,126.8608307
365-31,광주광역시 서구 동천동 654,35.168744,126.8603903
366-1,광주광역시 서구 동천동 170,35.17095327,126.8563785
366-2,광주광역시 서구 동천동 170,35.17056557,126.8562817
366-3,광주광역시 서구 동천동 172,35.17017111,126.8561795
366-4,광주광역시 서구 동천동 172,35.16980821,126.856091
366-5,광주광역시 서구 동천동 172,35.16946784,126.8560037
366-6,광주광역시 서구 동천동 219,35.16911507,126.8559069
366-7,광주광역시 서구 동천동 219,35.16875781,126.8558239
366-8,광주광역시 서구 동천동 221,35.1683859,126.8557422
366-9,광주광역시 서구 동천동 244,35.16812331,126.8556878
366-10,광주광역시 서구 유촌동 35-4,35.16779426,126.8556417
366-11,광주광역시 서구 유촌동 46-2,35.16742916,126.8555943
366-12,광주광역시 서구 유촌동 35-2,35.16705161,126.8555086
366-13,광주광역시 서구 동천동 126,35.17291297,126.8557424
366-14,광주광역시 서구 동천동 126,35.17261091,126.8556552
366-15,광주광역시 서구 동천동 129,35.17217565,126.8558309
366-16,광주광역시 서구 동천동 129,35.17194054,126.8561469
366-17,광주광역시 서구 동천동 129,35.17165299,126.856417
366-18,광주광역시 서구 동천동 129,35.17132071,126.8564917
367-1,광주광역시 서구 동천동 170,35.17094969,126.8571592
367-2,광주광역시 서구 동천동 129,35.17117961,126.8572219
367-3,광주광역시 서구 동천동 129,35.17161916,126.8573447
367-4,광주광역시 서구 동천동 127,35.17198886,126.8574648
367-5,광주광역시 서구 동천동 127,35.1722616,126.8575302
367-7,광주광역시 서구 유촌동 35-4,35.16789196,126.856318
367-8,광주광역시 서구 유촌동 35-4,35.16819849,126.8563723
367-9,광주광역시 서구 동천동 220,35.16854898,126.8564499
367-10,광주광역시 서구 동천동 220,35.16889161,126.8565385
367-11,광주광역시 서구 동천동 172,35.16929059,126.8566517
367-12,광주광역시 서구 동천동 172,35.16955091,126.8566951
367-13,광주광역시 서구 동천동 172,35.16989353,126.856781
367-14,광주광역시 서구 동천동 170,35.17028689,126.8569052
367-15,광주광역시 서구 동천동 170,35.17057991,126.8569719
368-1,광주광역시 서구 동천동 172,35.16971084,126.8566441
368-2,광주광역시 서구 동천동 172,35.1699802,126.8567122
368-3,광주광역시 서구 동천동 170,35.17026083,126.8567858
368-4,광주광역시 서구 동천동 170,35.17052343,126.8568499
368-5,광주광역시 서구 동천동 170,35.17073536,126.8569414
368-6,광주광역시 서구 동천동 129,35.17108705,126.857078
368-7,광주광역시 서구 유촌동 35-4,35.16803498,126.856256
368-8,광주광역시 서구 유촌동 35-4,35.16829079,126.8562953
368-9,광주광역시 서구 동천동 220,35.16856127,126.8563552
368-10,광주광역시 서구 동천동 219,35.1688419,126.8564261
368-11,광주광역시 서구 동천동 219,35.16913718,126.8564997
369-1,광주광역시 서구 동천동 112,35.17292802,126.8570378
369-2,광주광역시 서구 동천동 126,35.17270035,126.8569668
369-3,광주광역시 서구 동천동 129,35.17204217,126.8568115
369-4,광주광역시 서구 동천동 129,35.17173336,126.8567297
369-5,광주광역시 서구 동천동 126,35.17281396,126.8558606
369-6,광주광역시 서구 동천동 126,35.17262235,126.8558061
369-7,광주광역시 서구 동천동 126,35.17242856,126.8558064
369-8,광주광역시 서구 동천동 129,35.17221913,126.8559193
369-9,광주광역시 서구 동천동 129,35.17208861,126.8560705
369-10,광주광역시 서구 동천동 129,35.17184338,126.856392
369-11,광주광역시 서구 동천동 129,35.17149378,126.8565964
369-12,광주광역시 서구 동천동 129,35.17124019,126.8565296
369-13,광주광역시 서구 동천동 126,35.17240053,126.856874
369-14,광주광역시 서구 동천동 126,35.17223135,126.8567206
369-15,광주광역시 서구 동천동 129,35.17213398,126.8563174
369-16,광주광역시 서구 동천동 128,35.17226884,126.8560345
369-17,광주광역시 서구 동천동 126,35.17254873,126.8559551
369-18,광주광역시 서구 동천동 126,35.17279395,126.8560939
369-19,광주광역시 서구 동천동 126,35.17290246,126.8563846
370-1,광주광역시 서구 동천동 172,35.17004839,126.8562607
370-2,광주광역시 서구 동천동 172,35.16982862,126.8562048
370-3,광주광역시 서구 동천동 172,35.16947925,126.8561204
370-4,광주광역시 서구 동천동 219,35.16925832,126.8560453
370-5,광주광역시 서구 동천동 219,35.16896982,126.8559868
370-6,광주광역시 서구 동천동 219,35.16867566,126.8559077
370-7,광주광역시 서구 동천동 219,35.16839617,126.8558478
370-8,광주광역시 서구 동천동 244,35.16816514,126.8558002
370-9,광주광역시 서구 유촌동 35-4,35.16781467,126.8557473
370-10,광주광역시 서구 동천동 170,35.17097593,126.8564868
370-11,광주광역시 서구 동천동 170,35.17066601,126.8564146
370-12,광주광역시 서구 동천동 170,35.17039665,126.8563479
371-1,광주광역시 서구 동천동 251,35.17229462,126.8592721
371-2,광주광역시 서구 동천동 251,35.17222172,126.8595604
371-3,광주광역시 서구 동천동 251,35.17216225,126.8597731
371-4,광주광역시 서구 동천동 251,35.17212983,126.85999
371-5,광주광역시 서구 동천동 251,35.17209853,126.8602069
371-6,광주광역시 서구 동천동 129,35.1713305,126.8571503
371-7,광주광역시 서구 동천동 129,35.17163255,126.8572294
371-8,광주광역시 서구 동천동 128,35.17194926,126.8573263
371-9,광주광역시 서구 동천동 127,35.17227948,126.8574094
371-10,광주광역시 서구 동천동 127,35.17253198,126.8575105
371-11,광주광역시 서구 동천동 129,35.17132359,126.8570268
371-12,광주광역시 서구 동천동 129,35.1715783,126.8570881
371-13,광주광역시 서구 동천동 129,35.17182624,126.857144
371-14,광주광역시 서구 동천동 126,35.1720539,126.8571998
371-15,광주광역시 서구 동천동 126,35.17232326,126.8572666
371-16,광주광역시 서구 동천동 126,35.17262642,126.8573333
371-17,광주광역시 서구 동천동 126,35.17288298,126.8565788
371-18,광주광역시 서구 동천동 126,35.17281688,126.8568959
371-19터,광주광역시 서구 동천동 126,35.17278715,126.8570064
371-20터,광주광역시 서구 동천동 126,35.1727546,126.8571149
371-21터,광주광역시 서구 동천동 126,35.17274122,126.8572302
371-22터,광주광역시 서구 동천동 126,35.17273121,126.8573427
371-23,광주광역시 서구 동천동 126,35.17268136,126.8575891
371-24,광주광역시 서구 동천동 247,35.17255909,126.858049
371-25,광주광역시 서구 동천동 251,35.17250989,126.8583688
371-26,광주광역시 서구 동천동 251,35.1724297,126.8586825
371-27,광주광역시 서구 동천동 251,35.17236972,126.8589426
372-1,광주광역시 서구 동천동 255,35.17181924,126.8647924
372-2,광주광역시 서구 동천동 652,35.17179477,126.8650751
372-3,광주광역시 서구 동천동 652,35.17177491,126.8654511
372-4,광주광역시 서구 동천동 652,35.17175951,126.865786
372-5,광주광역시 서구 동천동 652,35.17174413,126.8661428
372-6,광주광역시 서구 동천동 652,35.17171079,126.8665627
372-7,광주광역시 서구 동천동 652,35.17170431,126.8668179
372-8,광주광역시 서구 동천동 654,35.17205343,126.8606646
372-9,광주광역시 서구 동천동 654,35.17204017,126.8608924
372-10,광주광역시 서구 동천동 654,35.17203136,126.8610735
372-11,광주광역시 서구 동천동 251,35.17204404,126.8613191
372-12,광주광역시 서구 동천동 251,35.17203024,126.8615709
372-13,광주광역시 서구 동천동 251,35.17200921,126.8619016
372-14,광주광역시 서구 동천동 251,35.17199494,126.8622365
372-15,광주광역시 서구 동천동 251,35.17197671,126.8625487
372-16,광주광역시 서구 동천동 251,35.17195217,126.8627641
372-17,광주광역시 서구 동천동 255,35.17192992,126.8630167
372-18,광주광역시 서구 동천동 652,35.1718987,126.8633076
372-19,광주광역시 서구 동천동 652,35.17189433,126.8634339
372-20,광주광역시 서구 동천동 514,35.17182242,126.8636096
372-21,광주광역시 서구 동천동 255,35.17186355,126.8641118
372-22,광주광역시 서구 동천동 652,35.17183686,126.8644219
373-1,광주광역시 서구 동천동 269,35.17149288,126.8713478
373-2,광주광역시 서구 동천동 269,35.17147748,126.8717018
373-3,광주광역시 서구 동천동 269,35.17145417,126.8720339
373-4,광주광역시 서구 동천동 753,35.17141722,126.8722494
373-5,광주광역시 서구 동천동 269,35.17141743,126.8724525
373-6,광주광역시 서구 동천동 753,35.17138611,126.8726666
373-7,광주광역시 서구 동천동 753,35.17137295,126.8730124
373-8,광주광역시 서구 동천동 275,35.17136756,126.8732443
373-9,광주광역시 서구 동천동 753,35.17134642,126.8734954
373-10,광주광역시 서구 동천동 275,35.17135227,126.8737081
373-11,광주광역시 서구 동천동 275,35.17133574,126.8740608
373-12,광주광역시 서구 동천동 275,35.17131018,126.8744052
373-13,광주광역시 서구 동천동 275,35.17129137,126.8747304
373-14,광주광역시 서구 동천동 751,35.17126244,126.8750859
373-15,광주광역시 서구 동천동 751,35.17123918,126.8754756
373-16,광주광역시 서구 동천동 652,35.1716822,126.8671994
373-17,광주광역시 서구 동천동 261,35.17167803,126.8675082
373-18,광주광역시 서구 동천동 262,35.17165809,126.867821
373-19,광주광역시 서구 동천동 652,35.17163815,126.868138
373-20,광주광역시 서구 동천동 652,35.17161599,126.8684784
373-21,광주광역시 서구 동천동 265,35.17160283,126.8688132
373-22,광주광역시 서구 동천동 265,35.17158972,126.8691865
373-23,광주광역시 서구 동천동 652,35.17156751,126.8694939
373-24,광주광역시 서구 동천동 652,35.17154975,126.8697409
373-25,광주광역시 서구 동천동 755,35.17150543,126.870438
373-26,광주광역시 서구 동천동 756,35.17151014,126.8706301
373-27,광주광역시 서구 동천동 756,35.1714878,126.8708058
373-28,광주광역시 서구 동천동 657,35.17147678,126.8710418
374-1,광주광역시 서구 동천동 18-1,35.17550181,126.8454462
374-2,광주광역시 서구 동천동 20-1,35.17542677,126.8458004
374-3,광주광역시 서구 동천동 21-1,35.1753517,126.8461326
374-4,광주광역시 서구 동천동 21-2,35.17528784,126.8464167
374-5,광주광역시 서구 동천동 22-3,35.17519822,126.8468258
374-6,광주광역시 서구 동천동 22-3,35.17512645,126.8470894
374-7,광주광역시 서구 동천동 3-1,35.1760044,126.8428846
374-8,광주광역시 서구 동천동 5-1,35.17593708,126.8431057
374-9,광주광역시 서구 동천동 1,35.17594434,126.8434927
374-10,광주광역시 서구 동천동 1,35.17586366,126.8438318
374-11,광주광역시 서구 동천동 1,35.17579197,126.8441544
374-12,광주광역시 서구 동천동 1,35.17571016,126.8445017
374-13,광주광역시 서구 동천동 15-1,35.17563277,126.8447763
374-14,광주광역시 서구 동천동 16-1,35.17557125,126.8451263
374-15,광주광역시 서구 동천동 18-1,35.17554887,126.845243
375-1,광주광역시 서구 광천동 50-8,35.1596756,126.877182
375-2,광주광역시 서구 광천동 49-1,35.16002655,126.8772125
375-3,광주광역시 서구 광천동 50-8,35.16022873,126.8772125
375-4,광주광역시 서구 광천동 50-8,35.16049957,126.8772202
375-5,광주광역시 서구 광천동 49-1,35.16078186,126.8772507
375-6,광주광역시 서구 광천동 50-8,35.1609993,126.8772507
375-7,광주광역시 서구 화정동 23-21,35.15774918,126.8769836
375-8,광주광역시 서구 내방동 291-5,35.15795517,126.876976
375-9,광주광역시 서구 내방동 291-5,35.15828323,126.8769608
375-10,광주광역시 서구 내방동 291-5,35.15856171,126.8769836
375-11,광주광역시 서구 내방동 291-5,35.15879059,126.8769913
375-12철거,광주광역시 서구 내방동 268-2,35.15911102,126.8770065
375-13,광주광역시 서구 내방동 268-2,35.15938187,126.8770599
375-14,광주광역시 서구 화정동 23-5,35.15941238,126.8774643
375-15,광주광역시 서구 화정동 23-5,35.15939713,126.877861
375-16,광주광역시 서구 화정동 23-5,35.15940475,126.8783798
375-17,광주광역시 서구 화정동 23-5,35.15939713,126.8789063
375-18,광주광역시 서구 화정동 23-5,35.15936661,126.87957
375-19,광주광역시 서구 화정동 23-5,35.15936279,126.8801651
375-20임시철거,광주광역시 서구 화정동 134-4,35.15933609,126.8804779
376-1,광주광역시 서구 화정동 71-2,35.15499115,126.8768463
376-2,광주광역시 서구 화정동 71-2,35.15520859,126.8768463
376-3,광주광역시 서구 화정동 71-6,35.15539169,126.8768692
376-4,광주광역시 서구 화정동 71-6,35.15541458,126.8768692
376-5,광주광역시 서구 화정동 71-6,35.15544128,126.8768616
376-6,광주광역시 서구 화정동 71-2,35.15549469,126.8768616
376-7,광주광역시 서구 화정동 71-6,35.15556717,126.8768616
376-8,광주광역시 서구 화정동 71-2,35.15563583,126.8768616
376-9,광주광역시 서구 화정동 71-2,35.1557045,126.8768616
376-10,광주광역시 서구 화정동 71-2,35.1559639,126.8768692
376-11,광주광역시 서구 화정동 73-9,35.1562233,126.8768768
376-12,광주광역시 서구 화정동 73-9,35.1564827,126.8768768
376-13,광주광역시 서구 화정동 73-9,35.15670776,126.8768921
376-14,광주광역시 서구 화정동 73-9,35.15696335,126.876915
376-15,광주광역시 서구 화정동 85-5,35.15723419,126.8769379
376-16,광주광역시 서구 화정동 791,35.15235519,126.8767319
376-17,광주광역시 서구 화정동 791,35.15257263,126.8767319
376-18,광주광역시 서구 화정동 791,35.15278244,126.8767319
376-19,광주광역시 서구 화정동 791,35.15307999,126.8767624
376-20,광주광역시 서구 화정동 791,35.15343094,126.8767853
376-21,광주광역시 서구 화정동 791,35.15361786,126.8767853
376-22,광주광역시 서구 화정동 791,35.15378571,126.8767929
376-23,광주광역시 서구 화정동 791,35.15410995,126.8768311
376-24,광주광역시 서구 화정동 791,35.15444946,126.8768311
376-25,광주광역시 서구 화정동 791,35.15466309,126.8768539
377-1,광주광역시 서구 내방동 268-2,35.15901184,126.8768692
377-2,광주광역시 서구 내방동 268-2,35.15863419,126.8768387
377-3,광주광역시 서구 내방동 291-5,35.15835953,126.8768463
377-4,광주광역시 서구 내방동 291-5,35.15812302,126.8768234
377-5,광주광역시 서구 내방동 291-5,35.1579895,126.8768311
377-6,광주광역시 서구 내방동 291-5,35.15769577,126.8768234
377-7,광주광역시 서구 내방동 203-1,35.16114426,126.8769913
377-8,광주광역시 서구 내방동 203-7,35.16096497,126.876976
377-9,광주광역시 서구 내방동 203-5,35.16075516,126.8769531
377-10,광주광역시 서구 내방동 291-3,35.16040421,126.8769226
377-11,광주광역시 서구 내방동 291-3,35.16006851,126.8769226
377-12,광주광역시 서구 내방동 268-2,35.15972137,126.8768997
377-13,광주광역시 서구 내방동 268-2,35.15953064,126.8768768
377-14,광주광역시 서구 내방동 268-2,35.15918732,126.8768921
378-1,광주광역시 서구 화정동 791,35.1538887,126.8766479
378-2,광주광역시 서구 화정동 791,35.15361786,126.8766327
378-3,광주광역시 서구 화정동 791,35.15343094,126.8766098
378-4,광주광역시 서구 화정동 791,35.15311432,126.8766098
378-5,광주광역시 서구 화정동 791,35.15274811,126.8765793
378-6,광주광역시 서구 화정동 791,35.15255356,126.876564
378-7,광주광역시 서구 화정동 791,35.15227509,126.8765717
378-8,광주광역시 서구 화정동 85-5,35.15706253,126.8767776
378-9,광주광역시 서구 화정동 100-18,35.1569252,126.8767548
378-10,광주광역시 서구 화정동 71-60,35.15626144,126.8766861
378-11,광주광역시 서구 화정동 71-8,35.15575027,126.8766708
378-12,광주광역시 서구 화정동 71-2,35.15595245,126.876709
378-13,광주광역시 서구 화정동 71-2,35.1556282,126.8767014
378-14,광주광역시 서구 화정동 71-2,35.15553284,126.8767014
378-15,광주광역시 서구 화정동 71-2,35.15546036,126.876709
378-16,광주광역시 서구 화정동 71-2,35.15537643,126.876709
378-17,광주광역시 서구 화정동 104-12,35.15514374,126.8766785
378-18,광주광역시 서구 화정동 71-2,35.15494537,126.8766861
378-19,광주광역시 서구 화정동 791,35.15472412,126.8766861
378-20,광주광역시 서구 화정동 791,35.15461349,126.8766937
378-21,광주광역시 서구 화정동 791,35.15438843,126.8766785
378-22,광주광역시 서구 화정동 791,35.15419388,126.8766632
379-1,광주광역시 서구 마륵동 162-26,35.14567184,126.8490067
379-2,광주광역시 서구 마륵동 162-26,35.14595795,126.8489456
379-3,광주광역시 서구 마륵동 162-26,35.14621353,126.848877
379-4,광주광역시 서구 마륵동 162-18,35.14648819,126.8488159
379-5,광주광역시 서구 마륵동 162-26,35.14549255,126.849144
380-1,광주광역시 서구 마륵동 164-24,35.14538193,126.848793
380-2,광주광역시 서구 마륵동 162-15,35.1464119,126.8485413
380-3,광주광역시 서구 마륵동 164-24,35.14615631,126.8486252
380-4,광주광역시 서구 마륵동 164-24,35.14593124,126.8486633
380-5,광주광역시 서구 마륵동 164-24,35.14564514,126.8487396
381-1,광주광역시 서구 화정동 708-7,35.13627625,126.872612
381-2,광주광역시 서구 화정동 452-9,35.1364975,126.8726883
381-3,광주광역시 서구 화정동 452-9,35.13673782,126.8727036
381-4,광주광역시 서구 화정동 877,35.13700485,126.8727646
381-5,광주광역시 서구 화정동 877,35.1373024,126.8728104
381-6,광주광역시 서구 화정동 산 115-8,35.13484192,126.8720856
381-7,광주광역시 서구 화정동 산 115-8,35.13513565,126.8721085
381-8,광주광역시 서구 화정동 425-30,35.13538742,126.8722076
381-9,광주광역시 서구 화정동 425-30,35.13562393,126.8723221
381-10,광주광역시 서구 화정동 424-1,35.13590622,126.872467
382-1,광주광역시 서구 화정동 424-1,35.13583374,126.872261
382-2,광주광역시 서구 화정동 425-30,35.13556671,126.8721161
382-3,광주광역시 서구 화정동 산 115-8,35.13528442,126.8719559
382-4,광주광역시 서구 화정동 421-10,35.13506317,126.8718948
382-5,광주광역시 서구 화정동 산 115-8,35.13480759,126.8718719
382-6,광주광역시 서구 화정동 452-9,35.137146,126.8726273
382-7,광주광역시 서구 화정동 452-9,35.13689804,126.8725815
382-8,광주광역시 서구 화정동 452-9,35.13660812,126.8725204
382-9,광주광역시 서구 화정동 424-1,35.13636398,126.8724823
382-10,광주광역시 서구 화정동 424-1,35.1360817,126.8723831
383-1,광주광역시 서구 광천동 632-57,35.16565323,126.882576
383-2,광주광역시 서구 광천동 625-55,35.16564178,126.8828964
383-3,광주광역시 서구 광천동 625-55,35.16563416,126.8831482
383-4,광주광역시 서구 광천동 623-6,35.16562271,126.8836136
383-5,광주광역시 서구 광천동 623-6,35.16574478,126.8835449
383-6,광주광역시 서구 광천동 625-55,35.16575623,126.8832779
383-7,광주광역시 서구 광천동 625-55,35.16577148,126.882988
383-8,광주광역시 서구 광천동 632-57,35.16577911,126.8825989
384-1,광주광역시 서구 양동 213,35.15019989,126.9058685
384-2,광주광역시 서구 양동 213,35.15046692,126.9061966
384-3,광주광역시 서구 양동 213,35.15065384,126.9064484
384-4,광주광역시 서구 양동 113-17,35.15087891,126.9067383
384-5,광주광역시 서구 양동 113-15,35.15101624,126.9068985
384-6,광주광역시 서구 양동 41,35.14893723,126.9043274
384-7,광주광역시 서구 양동 42-2,35.14908981,126.9044876
384-8,광주광역시 서구 양동 42-2,35.14923096,126.9046936
384-9,광주광역시 서구 양동 47-19,35.14943314,126.9049377
384-10,광주광역시 서구 양동 47,35.1496582,126.9051971
384-11,광주광역시 서구 양동 213,35.15002441,126.9056549
385-1,광주광역시 서구 양동 47-19,35.14969254,126.9049683
385-2,광주광역시 서구 양동 47-19,35.14957047,126.9048233
385-3,광주광역시 서구 양동 42-2,35.14937973,126.9045639
385-4,광주광역시 서구 양동 42-2,35.14919662,126.904335
385-5,광주광역시 서구 양동 41,35.14918518,126.9039841
385-6,광주광역시 서구 양동 41,35.14896393,126.9040527
385-7,광주광역시 서구 양동 204,35.15115356,126.9067383
385-8,광주광역시 서구 양동 204,35.15093231,126.906517
385-9,광주광역시 서구 양동 213,35.15077972,126.9062958
385-10,광주광역시 서구 양동 213,35.15058899,126.9060669
385-11,광주광역시 서구 양동 213,35.15040207,126.905838
385-12,광주광역시 서구 양동 213,35.15024185,126.9056168
385-13,광주광역시 서구 양동 213,35.15005112,126.9054337
385-14,광주광역시 서구 양동 213,35.14990616,126.90522
386-1,광주광역시 서구 풍암동 929-4,35.11901474,126.8659821
386-2,광주광역시 서구 풍암동 929-4,35.11886215,126.8660889
386-3,광주광역시 서구 풍암동 929-4,35.11875916,126.8661423
386-4,광주광역시 서구 풍암동 929-4,35.11869049,126.8660965
386-5,광주광역시 서구 풍암동 929-4,35.11860657,126.8658905
386-6,광주광역시 서구 풍암동 929-4,35.11848831,126.8658905
386-7,광주광역시 서구 풍암동 929-4,35.11840439,126.8659363
386-8,광주광역시 서구 풍암동 929-4,35.11825943,126.8660126
386-9,광주광역시 서구 풍암동 929-4,35.11813736,126.8660736
386-10,광주광역시 서구 풍암동 929-4,35.11989212,126.8656616
386-11,광주광역시 서구 풍암동 929-4,35.11972809,126.8656769
386-12,광주광역시 서구 풍암동 929-4,35.11956787,126.8656845
386-13,광주광역시 서구 풍암동 929-4,35.11937332,126.8657379
386-14,광주광역시 서구 풍암동 929-4,35.11925507,126.8658218
386-15,광주광역시 서구 풍암동 929-4,35.11911392,126.8659134
387-1,광주광역시 서구 매월동 525-5,35.11771774,126.8494873
387-2,광주광역시 서구 매월동 525-5,35.11765289,126.8492966
387-3,광주광역시 서구 매월동 525-5,35.11768723,126.8490829
387-4,광주광역시 서구 매월동 525-5,35.11774445,126.8488083
387-5,광주광역시 서구 매월동 525-5,35.11777115,126.8485641
387-6,광주광역시 서구 매월동 525-5,35.11779404,126.8483047
387-7,광주광역시 서구 매월동 525-5,35.1177597,126.8480911
387-8,광주광역시 서구 매월동 525-5,35.11767197,126.8479385
388-1,광주광역시 서구 마륵동 805,35.14588928,126.8501282
