등록번호,표찰번호,지번주소,도로명주소,경도,위도,데이터제공일자
4242,(서하로) 자연과학고1 LP-215 3 (2020),문흥동 1012,,35.18549,126.92205,2022-11-10
4243,(서하로) 자연과학고1 LP-215 4 (2020),문흥동 1012,서하로,35.185696,126.921715,2022-11-10
4244,(서하로) 자연과학고1 LP-215 5 (2020),문흥동 1012,,35.185833,126.921432,2022-11-10
4245,(서하로) 자연과학고1 LP-215 6 (2020),문흥동 1012,,35.186005,126.921059,2022-11-10
4246,(서하로) 자연과학고1 LP-215 7 (2020),문흥동 1012,,35.186195,126.920738,2022-11-10
4247,(서하로) 자연과학고1 LP-215 8 (2020),문흥동 1012,,35.186371,126.920387,2022-11-10
4248,(서하로) 자연과학고1 LP-215 9 (2020),문흥동 1012,,35.186504,126.920105,2022-11-10
4249,(서하로) 자연과학고1 LP-215 10 (2020),문흥동 1012,,35.186642,126.919815,2022-11-10
4250,(서하로) 자연과학고1 LP-215 11 (2020),문흥동 1012,,35.18676,126.919563,2022-11-10
4251,(서하로) 자연과학고1 LP-215 12 (2020),문흥동 1012,,35.18689,126.919022,2022-11-10
4252,(서하로) 자연과학고1 LP-215 13 (2020),문흥동 1012,,35.186913,126.918633,2022-11-10
4253,(서하로) 자연과학고1 LP-215 14 (2020),문흥동 1012,,35.186897,126.918236,2022-11-10
4254,(서하로) 자연과학고1 LP-215 15 (2020),문흥동 1012,,35.186928,126.917839,2022-11-10
4276,,동림동 935-3,,35.171833,126.869919,2022-11-10
4284,,동림동 935-3,,35.171959,126.867386,2022-11-10
4294,,동림동 938-1,,35.172131,126.864052,2022-11-10
4324,,동림동 900-15,,35.172646,126.859077,2022-11-10
4327,,동림동 913-19,,35.172939,126.857643,2022-11-10
4331,,동림동 913-19,,35.173241,126.856285,2022-11-10
4332,(가로등) LP-A4 2,동림동 900-45,,35.173038,126.858246,2022-11-10
4333,(가로등) LP-A4 2,동림동 900-45,,35.173038,126.858246,2022-11-10
4334,(가로등) LP-A4 3,동림동 913-1,,35.173279,126.858124,2022-11-10
4335,(가로등) LP-A4 1,동림동 900-45,,35.172867,126.858513,2022-11-10
4336,(하남대로) 광신대교2(청우) 12,동림동 952-2,,35.174126,126.852455,2022-11-10
4337,(하남대로) 광신대교2(청우) 13,동림동 933-24,,35.17421,126.852104,2022-11-10
4338,(하남대로) 광신대교2(청우) 14,동림동 933-24,,35.174297,126.851738,2022-11-10
4339,(하남대로) 광신대교2(청우) 15,동림동 933-24,,35.174362,126.851463,2022-11-10
4340,(하남대로) 광신대교2(청우) 16,동림동 933-24,,35.174435,126.851112,2022-11-10
4341,(하남대로) 광신대교2(청우) 17,동림동 933-24,,35.174496,126.850853,2022-11-10
4342,(하남대로) 광신대교2(청우) 18,동림동 933-24,,35.174576,126.85054,2022-11-10
4343,(하남대로) 광신대교2(청우) 19,동림동 952-2,,35.174637,126.850227,2022-11-10
4344,(하남대로) 광신대교2(청우) 20,동림동 933-23,,35.174725,126.849876,2022-11-10
4345,(하남대로) 광신대교2(청우) 21,동림동 933-23,,35.174786,126.849609,2022-11-10
4346,(하남대로) 광신대교2(청우) 22,동림동 933-22,,35.174866,126.849289,2022-11-10
4347,(하남대로) 광신대교2(청우) 11,동림동 933-24,,35.174053,126.852783,2022-11-10
4348,(하남대로) 광신대교2(청우) 10,동림동 942-2,,35.173973,126.853073,2022-11-10
4349,(하남대로) 광신대교2(청우) 9,동림동 913-19,,35.173927,126.853333,2022-11-10
4350,(하남대로) 광신대교2(청우) 8,동림동 913-19,,35.173859,126.853645,2022-11-10
4351,(하남대로) 광신대교2(청우) 7,동림동 913-19,,35.173763,126.854004,2022-11-10
4352,(하남대로) 광신대교2(청우) 6,동림동 913-19,,35.173691,126.85434,2022-11-10
4353,(하남대로) 광신대교2(청우) 5,동림동 913-19,,35.173615,126.854668,2022-11-10
4354,(하남대로) 광신대교2(청우) 4,동림동 913-19,,35.173538,126.855003,2022-11-10
4355,(하남대로) 광신대교2(청우) 3,동림동 913-19,,35.173466,126.855354,2022-11-10
4356,(하남대로) 광신대교2(청우) 2,동림동 913-19,,35.173393,126.855667,2022-11-10
4357,(하남대로) 광신대교2(청우) 1,동림동 913-19,,35.173302,126.85601,2022-11-10
4358,(하남대로) 광신대교1(에일) 1,동림동 933-71,,35.174927,126.848991,2022-11-10
4359,(하남대로) 광신대교1(에일) 2,동림동 933-71,,35.175018,126.84864,2022-11-10
4360,(하남대로) 광신대교1(에일) 3,동림동 933-70,,35.175091,126.848305,2022-11-10
4361,(하남대로) 광신대교1(에일) 4,동림동 933-18,,35.175167,126.847992,2022-11-10
4362,(하남대로) 광신대교1(에일) 5,동림동 928-41,,35.175243,126.847641,2022-11-10
4363,(하남대로) 광신대교1(에일) 6,동림동 928-41,,35.175323,126.847313,2022-11-10
4364,(하남대로) 광신대교1(에일) 7,동림동 928-26,,35.175415,126.846901,2022-11-10
4365,(하남대로) 광신대교1(에일) 8,동림동 928-26,,35.175461,126.846687,2022-11-10
4366,(하남대로) 광신대교1(에일) 9,동림동 928-26,,35.175537,126.846359,2022-11-10
4367,(하남대로) 광신대교1(에일) 10,동림동 928-26,,35.175621,126.846008,2022-11-10
4368,(하남대로) 광신대교1(에일) 11,동림동 954-2,,35.175686,126.845657,2022-11-10
4369,(하남대로) 광신대교1(에일) 12,동림동 954-2,,35.175762,126.845329,2022-11-10
4370,(하남대로) 광신대교1(에일) 13,동림동 954-2,,35.175835,126.845024,2022-11-10
4371,(하남대로) 광신대교1(에일) 14,동림동 954-2,,35.175919,126.844658,2022-11-10
4372,(하남대로) 광신대교1(에일) 15,동림동 954-2,,35.175983,126.844353,2022-11-10
4373,(하남대로) 광신대교1(에일) 16,동림동 954-2,,35.176052,126.844025,2022-11-10
4374,(하남대로) 광신대교1(에일) 17,동림동 954-2,,35.176125,126.843689,2022-11-10
4375,(하남대로) 광신대교1(에일) 18,동림동 954-2,,35.176197,126.843399,2022-11-10
4376,(하남대로) 광신대교1(에일) 19,동림동 954-2,,35.176262,126.843124,2022-11-10
4377,(가로등) LP-A3 2,동림동 513-1,,35.173859,126.858566,2022-11-10
4378,(가로등) LP-A3 1,동림동 914-2,,35.173977,126.858177,2022-11-10
4379,(가로등) LP-A3 3,동림동 산 113-1,,35.173779,126.858986,2022-11-10
4380,(가로등) LP-A3 4,동림동 515-1,,35.173706,126.859436,2022-11-10
4381,(가로등) LP-A3 5,동림동 산 117-7,,35.173634,126.859856,2022-11-10
4382,(가로등) LP-A3 6,동림동 518-1,,35.173584,126.860313,2022-11-10
4383,(가로등) LP-A3 7,동림동 519-6,,35.173504,126.860725,2022-11-10
4384,(가로등) LP-A2 4,동림동 755-2,,35.180161,126.859085,2022-11-10
4385,(가로등) LP-A2 2,동림동 1330,,35.180496,126.859192,2022-11-10
4386,(가로등) LP-A2 1,동림동 184-8,,35.180847,126.859283,2022-11-10
4387,(가로등) LP-A2 3,동림동 산 58-18,,35.18119,126.859413,2022-11-10
4388,(가로등) LP-A2 5,동림동 755-5,,35.179794,126.859016,2022-11-10
4389,(가로등) LP-A2 6,동림동 1333,,35.179409,126.858955,2022-11-10
4390,(가로등) LP-A2 7,동림동 919-2,,35.178974,126.858833,2022-11-10
4391,(가로등) LP-A2 8,동림동 947-4,,35.178642,126.858765,2022-11-10
4392,(가로등) LP-A2 9,동림동 918-3,,35.17828,126.858688,2022-11-10
4393,(가로등) LP-A2 10,동림동 918-3,,35.177929,126.85862,2022-11-10
4394,(가로등) LP-A2 11,동림동 917-2,,35.177597,126.858551,2022-11-10
4395,(가로등) LP-A2 12,동림동 917-2,,35.177242,126.858467,2022-11-10
4396,(가로등) LP-A2 13,동림동 917-2,,35.17691,126.858398,2022-11-10
4397,(가로등) LP-A2 14,동림동 916-16,,35.176674,126.85836,2022-11-10
4398,(가로등) LP-A2 15,동림동 916-16,,35.176376,126.858284,2022-11-10
4399,(가로등) LP-A2 16,동림동 916-16,,35.176044,126.858208,2022-11-10
4400,(가로등) LP-A2 17,동림동 915-23,,35.175682,126.858139,2022-11-10
4401,(가로등) LP-A2 18,동림동 915-25,,35.17535,126.858063,2022-11-10
4402,(가로등) LP-A2 19,동림동 915-32,,35.175022,126.857994,2022-11-10
4403,(가로등) LP-A1 22,동림동 920-8,,35.180389,126.85849,2022-11-10
4404,(가로등) LP-A1 21,동림동 181-5,,35.180759,126.858597,2022-11-10
4405,(가로등) LP-A1 23,동림동 920-8,,35.180111,126.858414,2022-11-10
4406,(가로등) LP-A1 24,동림동 920-8,,35.179806,126.85836,2022-11-10
4407,(가로등) LP-A1 25,동림동 919-2,,35.179455,126.858284,2022-11-10
4408,(가로등) LP-A1 26,동림동 919-2,,35.179218,126.858185,2022-11-10
4410,(가로등) LP-A1 28,동림동 918-3,,35.178516,126.85804,2022-11-10
4411,(가로등) LP-A1 29,동림동 918-3,,35.178192,126.857971,2022-11-10
4412,(가로등) LP-A1 30,동림동 918-3,,35.177868,126.857903,2022-11-10
4414,(가로등) LP-A1 32,동림동 917-2,,35.177158,126.857765,2022-11-10
4415,(가로등) LP-A1 33,동림동 916-18,,35.176834,126.857697,2022-11-10
4416,(가로등) LP-A1 34,동림동 916-18,,35.176479,126.857628,2022-11-10
4417,(가로등) LP-A1 35,동림동 916-18,,35.176144,126.857559,2022-11-10
4418,(가로등) LP-A1 36,동림동 915-2,,35.175808,126.857491,2022-11-10
4419,(가로등) LP-A1 37,동림동 915-2,,35.175472,126.857407,2022-11-10
4420,(가로등) LP-A1 38,동림동 915-2,,35.17514,126.85733,2022-11-10
4421,(가로등) LP-A1 20,동림동 173-1,,35.181103,126.858681,2022-11-10
4422,(가로등) LP-A1 19,동림동 173-1,,35.181385,126.858749,2022-11-10
4423,(가로등) LP-A1 18,동림동 173-1,,35.181702,126.858879,2022-11-10
4424,(가로등) LP-A1 17,동림동 173-1,,35.181969,126.859024,2022-11-10
4425,(가로등) LP-A1 16,동림동 173-1,,35.182308,126.859299,2022-11-10
4426,(가로등) LP-A1 15,동림동 166-4,,35.182602,126.859489,2022-11-10
4427,(가로등) LP-A1 14,동림동 166-4,,35.182934,126.859726,2022-11-10
4428,(가로등) LP-A1 13,동림동 166-4,,35.183285,126.859947,2022-11-10
4429,(가로등) LP-A1 12,동림동 166-3,,35.183624,126.860161,2022-11-10
4430,(가로등) LP-A1 11,동림동 166-3,,35.183952,126.86039,2022-11-10
4431,(가로등) LP-A1 10,동림동 166-3,,35.184292,126.860611,2022-11-10
4432,(가로등) LP-A1 9,동림동 166-3,,35.184628,126.860825,2022-11-10
4433,(가로등) LP-A1 8,동림동 166-3,,35.184956,126.861046,2022-11-10
4435,(가로등) LP-A1 5,동림동 산 44-10,,35.185627,126.861488,2022-11-10
4436,(가로등) LP-A1 4,동림동 157-1,,35.18594,126.861694,2022-11-10
4437,(가로등) LP-A1 3,동림동 157-1,,35.186222,126.861824,2022-11-10
4438,(가로등) LP-A1 2,동림동 159-1,,35.186543,126.861893,2022-11-10
4439,(가로등) LP-A1 1,동림동 159-1,,35.186905,126.86203,2022-11-10
4440,(동배마을길) 코오롱하늘채 CP-2-8,동림동 1333,,35.178883,126.861153,2022-11-10
4441,(동배마을길) 코오롱하늘채 CP-2-7,동림동 692-1,,35.178921,126.860855,2022-11-10
4442,(동배마을길) 코오롱하늘채 CP-2-6,동림동 1333,,35.17897,126.860527,2022-11-10
4443,(동배마을길) 코오롱하늘채 CP-2-5,동림동 1333,,35.179008,126.860252,2022-11-10
4444,(동배마을길) 코오롱하늘채 CP-2-4,동림동 720-3,,35.17905,126.859932,2022-11-10
4445,(동배마을길) 코오롱하늘채 CP-2-3,동림동 1333,,35.179096,126.859634,2022-11-10
4446,(동배마을길) 코오롱하늘채 CP-2-2,동림동 1333,,35.179131,126.859337,2022-11-10
4447,(동배마을길) 코오롱하늘채 CP-2-1,동림동 1333,,35.179173,126.859055,2022-11-10
4448,(동배마을길) 코오롱하늘채 CP-2-9,동림동 1333,,35.178837,126.861473,2022-11-10
4449,(동배마을길) 코오롱하늘채 CP-2-10,동림동 1333,,35.17881,126.861725,2022-11-10
4450,(동배마을길) 코오롱하늘채 CP-2-11,동림동 1333,동배마을길 40,35.178757,126.862076,2022-11-10
4451,(동배마을길) 코오롱하늘채 CP-2-12,동림동 1333,,35.178715,126.862343,2022-11-10
4452,(동배마을길) 코오롱하늘채 CP-2-13,동림동 1333,,35.178677,126.862625,2022-11-10
4453,(동배마을길) 코오롱하늘채 CP-2-14,동림동 1333,,35.178612,126.862946,2022-11-10
4454,(동배마을길) 코오롱하늘채 CP-2-15,동림동 1333,,35.17857,126.863266,2022-11-10
4456,,동림동 645,,35.178551,126.863998,2022-11-10
4457,,동림동 645,,35.178543,126.864273,2022-11-10
4458,(동배마을길) 코오롱하늘채 CP-1-8,동림동 1333,,35.178993,126.861137,2022-11-10
4459,(동배마을길) 코오롱하늘채 CP-1-7,동림동 1333,,35.179047,126.860786,2022-11-10
4460,(동배마을길) 코오롱하늘채 CP-1-6,동림동 1333,,35.179085,126.860519,2022-11-10
4461,(동배마을길) 코오롱하늘채 CP-1-5,동림동 1333,,35.179127,126.860245,2022-11-10
4462,(동배마을길) 코오롱하늘채 CP-1-4,동림동 1333,,35.179161,126.85994,2022-11-10
4463,(동배마을길) 코오롱하늘채 CP-1-3,동림동 1333,,35.179207,126.85965,2022-11-10
4464,(동배마을길) 코오롱하늘채 CP-1-2,동림동 1333,,35.179249,126.859344,2022-11-10
4465,(동배마을길) 코오롱하늘채 CP-1-1,동림동 1333,,35.179287,126.859077,2022-11-10
4466,(동배마을길) 코오롱하늘채 CP-1-11,동림동 1333,,35.178955,126.861458,2022-11-10
4467,(동배마을길) 코오롱하늘채 CP-1-9,동림동 1332,,35.179207,126.861267,2022-11-10
4468,(동배마을길) 코오롱하늘채 CP-1-10,동림동 1332,,35.179531,126.861336,2022-11-10
4469,(동배마을길) 코오롱하늘채 CP-1-12,동림동 1333,,35.178913,126.861763,2022-11-10
4470,(동배마을길) 코오롱하늘채 CP-1-13,동림동 1333,,35.17886,126.862091,2022-11-10
4471,(동배마을길) 코오롱하늘채 CP-1-14,동림동 1333,,35.178825,126.862366,2022-11-10
4472,(동배마을길) 코오롱하늘채 CP-1-15,동림동 1132-1,,35.178783,126.862648,2022-11-10
4473,(동배마을길) 코오롱하늘채 CP-1-16,동림동 1333,,35.178738,126.862953,2022-11-10
4474,(동배마을길) 코오롱하늘채 CP-1-17,동림동 1333,,35.178703,126.863281,2022-11-10
4475,(동배마을길) 코오롱하늘채 CP-1-18,동림동 645-32,,35.178692,126.863586,2022-11-10
4476,(동문대로) 용호마을2 17,장등동 139-5,,35.205997,126.939301,2022-11-10
4477,(동문대로) 용호마을2 16,장등동 139-5,,35.206268,126.939705,2022-11-10
4478,(동문대로) 용호마을2 15,장등동 157-10,,35.206512,126.940071,2022-11-10
4479,(동문대로) 용호마을2 14,장등동 산 311-3,,35.206768,126.940498,2022-11-10
4480,(동문대로) 용호마을2 18,장등동 1020-14,,35.205853,126.939331,2022-11-10
4481,(동문대로) 용호마을2 13,장등동 산 311-3,,35.207077,126.940918,2022-11-10
4482,(동문대로) 용호마을2 12,장등동 산 311-3,,35.207359,126.941338,2022-11-10
4483,(동문대로) 용호마을2 11,장등동 산 311-3,,35.207645,126.941765,2022-11-10
4484,(동문대로) 용호마을2 10,장등동 산 311-3,,35.207886,126.942139,2022-11-10
4585,(민주로) 5.18진입로 11,운정동 687-34,,35.218613,126.948235,2022-11-10
4586,(민주로) 5.18진입로 12,운정동 687-34,,35.21896,126.948212,2022-11-10
4587,(민주로) 5.18진입로 13,운정동 266-4,,35.219334,126.948189,2022-11-10
4588,(민주로) 5.18진입로 14,운정동 266-4,,35.219662,126.948174,2022-11-10
4589,(민주로) 5.18진입로 15,운정동 266-12,,35.21999,126.948158,2022-11-10
4590,(민주로) 5.18진입로 16,운정동 687-2,,35.220341,126.948128,2022-11-10
4591,(민주로) 5.18진입로 17,운정동 251-20,,35.220726,126.948105,2022-11-10
4592,(민주로) 5.18진입로 18,운정동 687-14,,35.22105,126.948082,2022-11-10
4593,(민주로) 5.18진입로 19,운정동 242-6,,35.221348,126.948067,2022-11-10
4595,(민주로) 5.18진입로 21,운정동 431-32,,35.222065,126.947624,2022-11-10
4596,(민주로) 5.18진입로 22,운정동 431-32,,35.222374,126.947357,2022-11-10
4597,(민주로) 5.18진입로 23,운정동 430-17,,35.222622,126.947144,2022-11-10
4598,(민주로) 주룡마을 1,운정동 430-17,,35.222931,126.946899,2022-11-10
4599,(민주로) 주룡마을 2,운정동 430-17,,35.223255,126.94664,2022-11-10
4600,(민주로) 5.18진입로 26,운정동 419-7,,35.223038,126.946602,2022-11-10
4601,(민주로) 5.18진입로 27,운정동 419-7,,35.22274,126.946854,2022-11-10
4602,(민주로) 5.18진입로 28,운정동 421-16,,35.222424,126.947128,2022-11-10
4603,(민주로) 5.18진입로 29,운정동 421-16,,35.222179,126.947319,2022-11-10
4604,(민주로) 5.18진입로 30,운정동 242-6,,35.221863,126.947578,2022-11-10
4605,(민주로) 5.18진입로 31,운정동 431-30,,35.221565,126.947815,2022-11-10
4606,(민주로) 5.18진입로 32,운정동 242-6,,35.22123,126.947899,2022-11-10
4607,(민주로) 5.18진입로 33,운정동 251-16,,35.22086,126.947861,2022-11-10
4608,(민주로) 5.18진입로 34,운정동 251-20,,35.220497,126.947937,2022-11-10
4609,(민주로) 5.18진입로 35,운정동 687-2,,35.220165,126.947968,2022-11-10
4610,(민주로) 5.18진입로 36,운정동 266-4,,35.219845,126.94799,2022-11-10
4611,(민주로) 5.18진입로 37,운정동 266-4,,35.219505,126.948013,2022-11-10
4612,(민주로) 5.18진입로 38,운정동 266-4,,35.219143,126.948036,2022-11-10
4613,(민주로) 5.18진입로 39,운정동 266-4,,35.218784,126.948059,2022-11-10
4614,(민주로) 5.18진입로 40,운정동 687-2,,35.218483,126.948074,2022-11-10
4616,(민주로) 주룡마을 3,운정동 430-17,,35.223564,126.946381,2022-11-10
4617,(민주로) 주룡마을 4,운정동 430-17,,35.223843,126.946144,2022-11-10
4618,(민주로) 주룡마을 5,운정동 685-10,,35.224178,126.945992,2022-11-10
4619,(민주로) 주룡마을 6,운정동 391-6,,35.224571,126.945961,2022-11-10
4620,(민주로) 주룡마을 7,운정동 391-6,,35.224934,126.945953,2022-11-10
4621,(민주로) 주룡마을 8,운정동 132-1,,35.225273,126.945946,2022-11-10
4622,(민주로) 주룡마을 9,운정동 135-2,,35.225636,126.945923,2022-11-10
4624,(민주로) 주룡마을 11,운정동 132-1,,35.226311,126.945663,2022-11-10
4625,(민주로) 주룡마을 12,운정동 132-1,,35.226639,126.945465,2022-11-10
4626,(민주로) 주룡마을 13,운정동 227-10,,35.226906,126.945274,2022-11-10
4627,(민주로) 주룡마을 14,운정동 227-10,,35.22723,126.945076,2022-11-10
4628,(민주로) 주룡마을 15,운정동 219-8,,35.227585,126.944847,2022-11-10
4629,(민주로) 주룡마을 16,운정동 685-6,,35.227879,126.944656,2022-11-10
4630,(민주로) 주룡마을 17,운정동 505-3,,35.228237,126.944435,2022-11-10
4631,(민주로) 주룡마을 18,운정동 512-3,,35.228497,126.944283,2022-11-10
4632,(민주로) 주룡마을 19,운정동 217-11,,35.228886,126.944077,2022-11-10
4633,(민주로) 주룡마을 20,운정동 217-11,,35.229214,126.943909,2022-11-10
4634,(민주로) 주룡마을 21,운정동 217-11,,35.229538,126.943748,2022-11-10
4635,(민주로) 주룡마을 22,운정동 518-6,,35.229942,126.943527,2022-11-10
4636,(민주로) 주룡마을 23,운정동 산 30-3,,35.230206,126.94339,2022-11-10
4637,(민주로) 주룡마을 24,운정동 산 33-10,,35.230541,126.943207,2022-11-10
4638,(민주로) 주룡마을 25,운정동 산 33-10,,35.23085,126.943062,2022-11-10
4639,(민주로) 주룡마을 26,운정동 산 33-9,,35.231201,126.942879,2022-11-10
4640,(민주로) 주룡마을 27,운정동 산 33-8,,35.231438,126.942657,2022-11-10
4641,(민주로) 주룡마을 28,운정동 563-1,,35.231617,126.942413,2022-11-10
4642,(민주로) 주룡마을 29,운정동 563-1,,35.231735,126.942184,2022-11-10
4643,(민주로) 주룡마을 30,운정동 563-1,,35.231865,126.941917,2022-11-10
4644,(민주로) 주룡마을 31,운정동 563-1,,35.231998,126.941727,2022-11-10
4645,(민주로) 주룡마을 32,운정동 688-10,,35.231689,126.941971,2022-11-10
4646,(민주로) 주룡마을 33,운정동 554-1,,35.231468,126.942352,2022-11-10
4647,(민주로) 주룡마을 34,운정동 554-1,,35.231224,126.942657,2022-11-10
4648,(민주로) 주룡마을 35,운정동 산 33-8,,35.230957,126.942833,2022-11-10
4649,(민주로) 주룡마을 36,운정동 산 33-8,,35.230656,126.942986,2022-11-10
4650,(민주로) 주룡마을 37,운정동 산 30-3,,35.230328,126.943146,2022-11-10
4651,(민주로) 주룡마을 38,운정동 688-11,,35.229984,126.943329,2022-11-10
4652,(민주로) 주룡마을 39,운정동 519,,35.229664,126.943497,2022-11-10
4653,(민주로) 주룡마을 40,운정동 217-11,,35.229321,126.943665,2022-11-10
4654,(민주로) 주룡마을 41,운정동 217-11,,35.228992,126.943848,2022-11-10
4655,(민주로) 주룡마을 42,운정동 217-11,,35.228657,126.944031,2022-11-10
4656,(민주로) 주룡마을 43,운정동 430-13,,35.228329,126.944199,2022-11-10
4657,(민주로) 주룡마을 44,운정동 430-13,,35.227978,126.94442,2022-11-10
4658,(민주로) 주룡마을 45,운정동 430-13,,35.227718,126.944595,2022-11-10
4659,(민주로) 주룡마을 46,운정동 431-25,,35.227356,126.944794,2022-11-10
4660,(민주로) 주룡마을 47,운정동 431-25,,35.227051,126.944984,2022-11-10
4661,(민주로) 주룡마을 48,운정동 431-25,,35.22673,126.945168,2022-11-10
4662,(민주로) 주룡마을 49,운정동 431-25,,35.226414,126.945427,2022-11-10
4663,(민주로) 주룡마을 50,운정동 431-25,,35.226093,126.945618,2022-11-10
4664,(민주로) 주룡마을 51,운정동 389-4,,35.225777,126.94577,2022-11-10
4665,(민주로) 주룡마을 52,운정동 389-4,,35.225433,126.94577,2022-11-10
4666,(민주로) 주룡마을 53,운정동 391-6,,35.225067,126.945763,2022-11-10
4667,(민주로) 주룡마을 54,운정동 391-6,,35.224701,126.945816,2022-11-10
4668,(민주로) 주룡마을 55,운정동 391-6,,35.224304,126.945824,2022-11-10
4669,(민주로) 주룡마을 56,운정동 415-7,,35.223942,126.9459,2022-11-10
4670,(민주로) 5.18진입로 24,운정동 418-9,,35.223637,126.946098,2022-11-10
4672,(민주로) 구5.18묘역 1,운정동 561-2,,35.232155,126.941269,2022-11-10
4673,(민주로) 구5.18묘역 2,운정동 561-2,,35.232178,126.940903,2022-11-10
4674,(민주로) 구5.18묘역 3,운정동 561-2,,35.23225,126.940468,2022-11-10
4675,(민주로) 구5.18묘역 4,운정동 561-2,,35.232311,126.94001,2022-11-10
4676,(민주로) 구5.18묘역 5,운정동 561-2,,35.232368,126.939629,2022-11-10
4677,(민주로) 구5.18묘역 6,운정동 561-2,,35.232426,126.939178,2022-11-10
4678,(민주로) 구5.18묘역 7,운정동 561-2,,35.232494,126.938751,2022-11-10
4679,(민주로) 구5.18묘역 8,운정동 561-2,,35.23259,126.938347,2022-11-10
4680,(민주로) 구5.18묘역 9,운정동 561-2,,35.232731,126.937981,2022-11-10
4681,(민주로) 구5.18묘역 10,운정동 561-2,,35.232925,126.937622,2022-11-10
4682,(민주로) 구5.18묘역 11,운정동 561-2,,35.233143,126.937279,2022-11-10
4683,(민주로) 구5.18묘역 12,운정동 561-2,,35.233376,126.936996,2022-11-10
4684,(민주로) 구5.18묘역 13,운정동 561-2,,35.233597,126.936668,2022-11-10
4685,(민주로) 구5.18묘역 14,운정동 561-2,,35.233849,126.93634,2022-11-10
4686,(민주로) 구5.18묘역 15,운정동 561-2,,35.234077,126.936012,2022-11-10
4687,(민주로) 구5.18묘역 16,운정동 561-2,,35.234337,126.935738,2022-11-10
4688,(민주로) 구5.18묘역 17,운정동 561-2,,35.234627,126.935555,2022-11-10
4689,(민주로) 구5.18묘역 18,운정동 561-2,,35.234943,126.93541,2022-11-10
4690,(민주로) 구5.18묘역 19,운정동 561-2,,35.235283,126.935318,2022-11-10
4691,(민주로) 구5.18묘역 20,운정동 561-2,,35.235603,126.935272,2022-11-10
4692,(민주로) 구5.18묘역 21,운정동 561-2,,35.235931,126.935188,2022-11-10
4693,(민주로) 구5.18묘역 22,운정동 산 44-10,,35.236248,126.935036,2022-11-10
4694,(민주로) 구5.18묘역 23,운정동 산 44-10,,35.236412,126.93486,2022-11-10
4695,(민주로) 구5.18묘역 24,운정동 산 44-10,,35.236561,126.934502,2022-11-10
4696,(민주로) 구5.18묘역 25,수곡동 산 26-17,,35.237019,126.933624,2022-11-10
4697,(민주로) 구5.18묘역 26,수곡동 산 26-19,,35.237221,126.93325,2022-11-10
4698,(민주로) 구5.18묘역 27,수곡동 517,,35.237026,126.933319,2022-11-10
4699,(민주로) 구5.18묘역 28,수곡동 산 26-18,,35.236832,126.933693,2022-11-10
4700,(민주로) 구5.18묘역 29,운정동 산 44-1,,35.236362,126.934601,2022-11-10
4701,(민주로) 구5.18묘역 30,운정동 561-2,,35.236118,126.934799,2022-11-10
4704,(민주로) 구5.18묘역 33,운정동 산 76-1,,35.235428,126.935089,2022-11-10
4705,(민주로) 구5.18묘역 34,운정동 561-2,,35.235073,126.935188,2022-11-10
4706,(민주로) 구5.18묘역 35,운정동 561-2,,35.234734,126.93531,2022-11-10
4707,(민주로) 구5.18묘역 36,운정동 561-2,,35.234398,126.935455,2022-11-10
4708,(민주로) 구5.18묘역 37,운정동 561-2,,35.234104,126.935745,2022-11-10
4709,(민주로) 구5.18묘역 38,운정동 561-2,,35.233856,126.93605,2022-11-10
4710,(민주로) 구5.18묘역 39,운정동 561-2,,35.233643,126.936394,2022-11-10
4711,(민주로) 구5.18묘역 40,운정동 561-2,,35.233372,126.936722,2022-11-10
4712,(민주로) 구5.18묘역 41,운정동 561-2,,35.233147,126.937012,2022-11-10
4713,(민주로) 구5.18묘역 42,운정동 561-2,,35.232903,126.937363,2022-11-10
4714,(민주로) 구5.18묘역 43,운정동 561-2,,35.232697,126.937714,2022-11-10
4715,(민주로) 구5.18묘역 44,운정동 561-2,,35.232525,126.938095,2022-11-10
4716,(민주로) 구5.18묘역 45,운정동 561-2,,35.232391,126.938507,2022-11-10
4717,(민주로) 구5.18묘역 46,운정동 561-2,,35.232307,126.938934,2022-11-10
4718,(민주로) 구5.18묘역 47,운정동 561-2,,35.232273,126.939339,2022-11-10
4719,(민주로) 구5.18묘역 48,운정동 561-2,,35.232212,126.939774,2022-11-10
4720,(민주로) 구5.18묘역 49,운정동 561-2,,35.232136,126.940216,2022-11-10
4721,(민주로) 구5.18묘역 50,운정동 561-2,,35.232079,126.940651,2022-11-10
4722,(민주로) 구5.18묘역 51,운정동 561-2,,35.232033,126.941055,2022-11-10
4723,(민주로) 구5.18묘역 52,운정동 560-3,,35.231915,126.941467,2022-11-10
4724,(태령로) 수곡 25,태령동 459-3,,35.246441,126.921448,2022-11-10
4725,(태령로) 수곡 26,수곡동 131-1,,35.245975,126.91951,2022-11-10
4726,(태령로) 수곡 27,수곡동 131-1,,35.245926,126.919296,2022-11-10
4727,(태령로) 수곡 28,수곡동 174-5,,35.245892,126.919022,2022-11-10
4728,(태령로) 수곡 1,수곡동 173-1,,35.245792,126.919563,2022-11-10
4729,(태령로) 수곡 2,수곡동 130-8,,35.245853,126.919853,2022-11-10
4730,(태령로) 수곡 3,수곡동 130-8,수곡마을로 7-11,35.245922,126.920143,2022-11-10
4731,(태령로) 수곡 4,수곡동 521-21, ,35.245991,126.920425,2022-11-10
