등록번호,표찰번호,지번주소,도로명주소,경도,위도,데이터제공일자
4732,(태령로) 수곡 5,수곡동 101-3,,35.246048,126.920738,2022-11-10
4733,(태령로) 수곡 6,수곡동 101-3,,35.246162,126.921043,2022-11-10
4734,(태령로) 수곡 7,수곡동 521-21,,35.246216,126.921356,2022-11-10
4735,(태령로) 수곡 8,수곡동 91-3,,35.246296,126.921661,2022-11-10
4736,(태령로) 수곡 9,수곡동 91-9,,35.246372,126.921967,2022-11-10
4737,(태령로) 수곡 10,수곡동 91-9,,35.246487,126.922394,2022-11-10
4738,(태령로) 수곡 11,태령동 424-11,,35.246647,126.922707,2022-11-10
4739,(태령로) 수곡 12,수곡동 84-3,,35.246761,126.922966,2022-11-10
4740,(태령로) 수곡 13,수곡동 84-3,,35.24704,126.923416,2022-11-10
4741,(태령로) 수곡 14,수곡동 84-3,,35.247234,126.923653,2022-11-10
4742,(태령로) 수곡 15,태령동 136-6,,35.24744,126.923882,2022-11-10
4743,(태령로) 수곡 16,태령동 136-6,,35.247635,126.924103,2022-11-10
4744,(태령로) 수곡 17,태령동 136-6,,35.247833,126.924316,2022-11-10
4745,(태령로) 수곡 18,태령동 136-6,,35.248035,126.924545,2022-11-10
4746,(태령로) 수곡 19,태령동 214-2,,35.24823,126.924751,2022-11-10
4747,(태령로) 수곡 20,태령동 415-6,,35.248409,126.924957,2022-11-10
4748,(태령로) 수곡 21,태령동 213-13,,35.248623,126.925201,2022-11-10
4749,(태령로) 수곡 22,태령동 213-13,,35.248817,126.925438,2022-11-10
4750,(태령로) 수곡 23,태령동 213-13,,35.248989,126.925659,2022-11-10
4751,(태령로) 수곡 24,태령동 417-55,,35.249092,126.925385,2022-11-10
4752,(태령로) 신기 26,태령동 212-1,,35.249161,126.92585,2022-11-10
4753,(태령로) 신기 1,태령동 212-2,,35.249393,126.926094,2022-11-10
4754,(태령로) 신기 2,태령동 417-26,,35.249592,126.9263,2022-11-10
4755,(태령로) 신기 3,태령동 209-5,,35.249794,126.926514,2022-11-10
4756,(태령로) 신기 4,태령동 209-5,,35.249981,126.926727,2022-11-10
4757,(태령로) 신기 5,태령동 417-26,,35.250237,126.926987,2022-11-10
4758,(태령로) 신기 6,태령동 48-11,,35.250439,126.927208,2022-11-10
4759,(태령로) 신기 7,태령동 48-11,,35.250618,126.927452,2022-11-10
4760,(태령로) 신기 8,태령동 256-3,,35.250832,126.927658,2022-11-10
4761,(태령로) 신기 9,태령동 256-3,,35.25103,126.927864,2022-11-10
4762,(태령로) 신기 10,태령동 269-2,,35.251225,126.92807,2022-11-10
4763,(태령로) 신기 11,태령동 273-2,,35.251411,126.928291,2022-11-10
4764,(태령로) 신기 12,태령동 273-2,,35.251614,126.928513,2022-11-10
4765,(태령로) 신기 13,태령동 273-2,,35.251812,126.928711,2022-11-10
4766,(태령로) 신기 14,태령동 273-2,,35.251968,126.928986,2022-11-10
4767,(태령로) 신기 15,태령동 273-2,,35.252045,126.929253,2022-11-10
4769,(태령로) 신기 17,태령동 306-4,,35.252262,126.929276,2022-11-10
4770,(태령로) 신기 18,태령동 294-1,,35.252167,126.928993,2022-11-10
4771,(태령로) 신기 19,태령동 484-1,,35.25206,126.928711,2022-11-10
4772,(태령로) 신기 20,태령동 294-1,,35.251888,126.928444,2022-11-10
4773,(태령로) 신기 21,태령동 311-1,,35.251472,126.928009,2022-11-10
4774,(태령로) 신기 22,태령동 269-2,,35.251156,126.92765,2022-11-10
4775,(태령로) 신기 23,태령동 47-3,,35.250778,126.927231,2022-11-10
4776,(태령로) 신기 24,태령동 47-3,,35.250153,126.926514,2022-11-10
4777,(태령로) 신기 25,태령동 210-14,,35.249687,126.926018,2022-11-10
4778,(태령로) 신기 27,태령동 210-14,,35.249245,126.925545,2022-11-10
4779,(오문로) 160번종점 LP-187 1 (2020),문흥동 1016,,35.190498,126.927162,2022-11-10
4780,(오문로) 160번종점 LP-187 2 (2020),문흥동 1016,,35.1903,126.927505,2022-11-10
4781,(오문로) 160번종점 LP-187 3 (2020),문흥동 1016,,35.190166,126.927803,2022-11-10
4782,(오문로) 160번종점 LP-187 4 (2020),문흥동 1016,,35.19001,126.928139,2022-11-10
4783,(오문로) 160번종점 LP-187 5 (2020),문흥동 1016,,35.189911,126.928513,2022-11-10
4784,(오문로) 160번종점 LP-187 6 (2020),문흥동 471-23,,35.18985,126.928902,2022-11-10
4785,(오문로) 160번종점 LP-187 7 (2020),문흥동 471-9,,35.189816,126.929283,2022-11-10
4786,(오문로) 160번종점 LP-187 8 (2020),문흥동 81-13,,35.189785,126.929649,2022-11-10
4787,(오문로) 160번종점 LP-187 9 (2020),문흥동 81-13,,35.189751,126.929993,2022-11-10
4788,(오문로) 160번종점 LP-187 10 (2020),문흥동 79-2,,35.18972,126.930359,2022-11-10
4789,(오문로) 160번종점 LP-187 11 (2020),문흥동 산 53-19,,35.189651,126.93071,2022-11-10
4790,(오문로) 160번종점 LP-187 12 (2020),문흥동 88-6,,35.189644,126.931076,2022-11-10
4791,(오문로) 160번종점 LP-187 14 (2020),문흥동 88-6,,35.189598,126.931396,2022-11-10
4792,(오문로) 160번종점 LP-187 15 (2020),문흥동 산 53-19,,35.189556,126.931786,2022-11-10
4793,(오문로) 160번종점 LP-187 16 (2020),문흥동 산 53-19,,35.189514,126.932152,2022-11-10
4794,(오문로) 160번종점 LP-187 17 (2020),문흥동 산 53-19,,35.189453,126.932495,2022-11-10
4795,(오문로) 160번종점 LP-187 18 (2020),문흥동 64-1,,35.189434,126.932861,2022-11-10
4796,(오문로) 160번종점 LP-187 19 (2020),문흥동 64-1,,35.189388,126.933243,2022-11-10
4797,(오문로) 160번종점 LP-187 20 (2020),문흥동 64-1,,35.189373,126.933578,2022-11-10
4798,(오문로) 160번종점 LP-187 21 (2020),문흥동 64-1,,35.189316,126.933899,2022-11-10
4799,(오문로) 160번종점 LP-187 22 (2020),문흥동 64-1,,35.189526,126.933929,2022-11-10
4800,(오문로) 160번종점 LP-187 23 (2020),문흥동 64-1,,35.189564,126.933624,2022-11-10
4801,(오문로) 160번종점 LP-187 24 (2020),문흥동 64-1,,35.189617,126.933266,2022-11-10
4802,(오문로) 160번종점 LP-187 25 (2020),문흥동 64-1,,35.18964,126.932899,2022-11-10
4803,(오문로) 160번종점 LP-187 26 (2020),문흥동 산 53-19,,35.189655,126.932526,2022-11-10
4804,(오문로) 160번종점 LP-187 27 (2020),문흥동 산 53-19,,35.189682,126.932175,2022-11-10
4805,(오문로) 160번종점 LP-187 28 (2020),문흥동 산 53-19,,35.189728,126.931808,2022-11-10
4806,(오문로) 160번종점 LP-187 29 (2020),문흥동 산 53-19,,35.189785,126.931458,2022-11-10
4807,(오문로) 160번종점 LP-187 31 (2020),문흥동 산 53-19,,35.189823,126.931114,2022-11-10
4808,(오문로) 160번종점 LP-187 32 (2020),문흥동 산 53-19,,35.189869,126.930748,2022-11-10
4809,(오문로) 160번종점 LP-187 33 (2020),문흥동 79-2,,35.18988,126.930382,2022-11-10
4810,(오문로) 160번종점 LP-187 34 (2020),문흥동 81-13,,35.189926,126.930023,2022-11-10
4811,(오문로) 160번종점 LP-187 35 (2020),문흥동 81-13,,35.189972,126.929642,2022-11-10
4812,(오문로) 160번종점 LP-187 36 (2020),문흥동 471-23,,35.190002,126.929306,2022-11-10
4813,(오문로) 160번종점 LP-187 37 (2020),문흥동 471-25,,35.190044,126.928947,2022-11-10
4814,(오문로) 160번종점 LP-187 38 (2020),문흥동 1016,,35.19009,126.928574,2022-11-10
4815,(오문로) 160번종점 LP-187 39 (2020),문흥동 1016,,35.190189,126.928223,2022-11-10
4816,(오문로) 160번종점 LP-187 40 (2020),문흥동 1016,,35.190342,126.927895,2022-11-10
4817,(오문로) 160번종점 LP-187 41 (2020),문흥동 1016,,35.190498,126.927567,2022-11-10
4818,(오문로) 160번종점 LP-187 42 (2020),문흥동 1016,,35.190662,126.927277,2022-11-10
4819,(오문로) 금호아파트 LP-188 2 (2020),문흥동 1016,,35.191513,126.925209,2022-11-10
4820,(오문로) 금호아파트 LP-188 3 (2020),문흥동 1016,,35.19133,126.925514,2022-11-10
4821,(오문로) 금호아파트 LP-188 4 (2020),문흥동 1016,,35.191158,126.92585,2022-11-10
4822,(오문로) 금호아파트 LP-188 5 (2020),문흥동 1016,,35.190983,126.926201,2022-11-10
4823,(오문로) 금호아파트 LP-188 6 (2020),문흥동 1016,,35.190784,126.926537,2022-11-10
4824,(오문로) 금호아파트 LP-188 7 (2020),문흥동 1016,,35.190651,126.926811,2022-11-10
4825,(오문로) 금호아파트 LP-188 8 (2020),문흥동 1016,,35.190956,126.926651,2022-11-10
4826,(오문로) 금호아파트 LP-188 9 (2020),문흥동 1016,,35.191147,126.926315,2022-11-10
4827,(오문로) 금호아파트 LP-188 10 (2020),문흥동 1016,,35.191334,126.926025,2022-11-10
4828,(오문로) 금호아파트 LP-188 11 (2020),문흥동 1016,,35.191513,126.92569,2022-11-10
4829,(오문로) 금호아파트 LP-188 12 (2020),문흥동 1016,,35.191673,126.925346,2022-11-10
4830,(오문로) 금호아파트 LP-188 13 (2020),문흥동 1016,,35.191837,126.924965,2022-11-10
4831,(오문로) 금호아파트 LP-188 14 (2020),문흥동 1016,,35.191956,126.924576,2022-11-10
4832,(오문로) 금호아파트 LP-188 15 (2020),문흥동 1016,,35.192005,126.924126,2022-11-10
4833,(오문로) 금호아파트 LP-188 25 (2020),문흥동 1016,,35.191753,126.924484,2022-11-10
4834,(오문로) 금호아파트 LP-188 24 (2020),문흥동 1016,,35.191818,126.924088,2022-11-10
4835,(오문로) 금호아파트 LP-188 16 (2020),문흥동 1016,,35.192055,126.923744,2022-11-10
4836,(오문로) 금호아파트 LP-188 23 (2020),문흥동 1016,,35.191845,126.923737,2022-11-10
4837,(오문로) 금호아파트 LP-188 17 (2020),문흥동 1016,,35.192104,126.923363,2022-11-10
4838,(오문로) 금호아파트 LP-188 18 (2020),문흥동 1016,,35.192139,126.923027,2022-11-10
4839,(오문로) 금호아파트 LP-188 19 (2020),문흥동 1016,,35.191998,126.922203,2022-11-10
4840,(오문로) 금호아파트 LP-188 20 (2020),문흥동 1016,,35.19199,126.922577,2022-11-10
4841,(오문로) 금호아파트 LP-188 21 (2020),문흥동 1016,,35.191936,126.922935,2022-11-10
4842,(오문로) 금호아파트 LP-188 22 (2020),문흥동 1016,,35.191895,126.923332,2022-11-10
4843,(대천로) 금호아파트 LP-188 26 (2020),문흥동 1016,,35.191475,126.924454,2022-11-10
4844,(대천로) 금호아파트 LP-188 27 (2020),문흥동 1016,,35.191074,126.924141,2022-11-10
4845,(대천로) 금호아파트 LP-188 28 (2020),문흥동 1016,,35.190704,126.923851,2022-11-10
4846,(대천로) 금호아파트 LP-188 29 (2020),문흥동 1016,,35.190311,126.923576,2022-11-10
4847,(대천로) 금호아파트 LP-188 30 (2020),문흥동 1016,,35.189934,126.923271,2022-11-10
4848,(대천로) 금호아파트 LP-188 31 (2020),문흥동 1016,,35.189533,126.922981,2022-11-10
4849,(대천로) 금호아파트 LP-188 32 (2020),문흥동 1016,,35.18922,126.922722,2022-11-10
4850,(대천로) 금호아파트 LP-188 33 (2020),문흥동 1016,,35.188942,126.922485,2022-11-10
4851,(대천로) 금호아파트 LP-188 34 (2020),문흥동 1016,,35.188389,126.922096,2022-11-10
4852,(대천로) 금호아파트 LP-188 35 (2020),문흥동 1016,,35.187969,126.921776,2022-11-10
4853,(대천로) 금호아파트 LP-188 36 (2020),문흥동 1016,,35.187626,126.921486,2022-11-10
4854,(대천로) 금호아파트 LP-188 37 (2020),문흥동 1016,,35.187279,126.921196,2022-11-10
4855,(대천로) 금호아파트 LP-188 38 (2020),문흥동 1016,,35.186951,126.920975,2022-11-10
4856,(대천로) 금호아파트 LP-188 39 (2020),문흥동 1016,,35.186573,126.920692,2022-11-10
4857,(대천로) 금호아파트 LP-188 40 (2020),문흥동 1016,,35.186668,126.920952,2022-11-10
4858,(대천로) 금호아파트 LP-188 41 (2020),문흥동 1016,,35.187057,126.921272,2022-11-10
4859,(대천로) 금호아파트 LP-188 42 (2020),문흥동 1016,,35.18737,126.921547,2022-11-10
4860,(대천로) 금호아파트 LP-188 43 (2020),문흥동 1016,,35.187717,126.921822,2022-11-10
4861,(대천로) 금호아파트 LP-188 44 (2020),문흥동 996-3,,35.188091,126.922081,2022-11-10
4862,(대천로) 금호아파트 LP-188 45 (2020),문흥동 1016,,35.188473,126.922356,2022-11-10
4863,(대천로) 금호아파트 LP-188 46 (2020),문흥동 1016,,35.188877,126.922661,2022-11-10
4864,(대천로) 금호아파트 LP-188 47 (2020),문흥동 1016,,35.18927,126.922958,2022-11-10
4865,(대천로) 금호아파트 LP-188 48 (2020),문흥동 1016,,35.189651,126.923233,2022-11-10
4866,(대천로) 금호아파트 LP-188 49 (2020),문흥동 1016,,35.190048,126.923538,2022-11-10
4867,(대천로) 금호아파트 LP-188 50 (2020),문흥동 1016,,35.190437,126.923851,2022-11-10
4868,(대천로) 금호아파트 LP-188 51 (2020),문흥동 1016,,35.1908,126.924141,2022-11-10
4869,(대천로) 금호아파트 LP-188 52 (2020),문흥동 1016,,35.191261,126.9245,2022-11-10
4870,(오문로) 금호아파트 LP-188 1 (2020),문흥동 1016,,35.191643,126.92482,2022-11-10
4871,(문산로) 문산초등 LP-189 10 (2020),문흥동 1017,,35.187725,126.924698,2022-11-10
4872,(문산로) 문산초등 LP-189 11 (2020),문흥동 1017,,35.187469,126.924507,2022-11-10
4873,(문산로) 문산초등 LP-189 12 (2020),문흥동 1017,,35.187092,126.924202,2022-11-10
4874,(문산로) 문산초등 LP-189 13 (2020),문흥동 1017,,35.186775,126.923965,2022-11-10
4875,(문산로) 문산초등 LP-189 14 (2020),문흥동 1017,,35.186489,126.923706,2022-11-10
4876,(문산로) 문산초등 LP-189 15 (2020),문흥동 1017,,35.186184,126.92347,2022-11-10
4877,(문산로) 문산초등 LP-189 16 (2020),문흥동 1017,,35.185932,126.923302,2022-11-10
4878,(문산로) 문산초등 LP-189 17 (2020),문흥동 1017,,35.185635,126.92308,2022-11-10
4879,(문산로) 문산초등 LP-189 18 (2020),문흥동 1017,,35.185516,126.923027,2022-11-10
4880,(문산로) 문산초등 LP-189 19 (2020),문흥동 1017,,35.185242,126.922821,2022-11-10
4881,(문산로) 문산초등 LP-189 20 (2020),문흥동 1017,,35.185238,126.923065,2022-11-10
4882,(문산로) 문산초등 LP-189 21 (2020),문흥동 1017,,35.185474,126.923195,2022-11-10
4883,(문산로) 문산초등 LP-189 22 (2020),문흥동 1017,,35.185596,126.923332,2022-11-10
4884,(문산로) 문산초등 LP-189 23 (2020),문흥동 1017,,35.185898,126.923584,2022-11-10
4885,(문산로) 문산초등 LP-189 24 (2020),문흥동 1017,,35.186199,126.923843,2022-11-10
4886,(문산로) 문산초등 LP-189 25 (2020),문흥동 1017,,35.186558,126.924049,2022-11-10
4887,(문산로) 문산초등 LP-189 26 (2020),문흥동 1017,,35.18684,126.924278,2022-11-10
4888,(문산로) 문산초등 LP-189 27 (2020),문흥동 1017,,35.187206,126.924553,2022-11-10
4889,(문산로) 문산초등 LP-189 28 (2020),문흥동 1017,,35.187492,126.924782,2022-11-10
4890,(문산로) 문산초등 LP-189 29 (2020),문흥동 1017,,35.188118,126.925247,2022-11-10
4891,(문산로) 문산초등 LP-189 30 (2020),문흥동 1017,,35.188427,126.925529,2022-11-10
4892,(문산로) 문산초등 LP-189 31 (2020),문흥동 1017,,35.188759,126.925789,2022-11-10
4893,(문산로) 문산초등 LP-189 32 (2020),문흥동 1017,,35.189072,126.92598,2022-11-10
4894,(문산로) 문산초등 LP-189 33 (2020),문흥동 1017,,35.189331,126.92617,2022-11-10
4895,(문산로) 문산초등 LP-189 34 (2020),문흥동 1017,,35.189655,126.926414,2022-11-10
4896,(문산로) 문산초등 LP-189 35 (2020),문흥동 1017,,35.189964,126.926659,2022-11-10
4897,(문산로) 문산초등 LP-189 36 (2020),문흥동 1017,,35.1901485,126.9268081,2022-11-10
4898,(문산로) 문산초등 LP-189 37 (2020),문흥동 1017,,35.1903402,126.9269768,2022-11-10
4899,(문산로) 문산초등 LP-189 1 (2020),문흥동 1017,,35.190533,126.926834,2022-11-10
4900,(문산로) 문산초등 LP-189 2 (2020),문흥동 1017,,35.190239,126.926643,2022-11-10
4901,(문산로) 문산초등 LP-189 3 (2020),문흥동 1017,,35.189899,126.926331,2022-11-10
4902,(문산로) 문산초등 LP-189 4 (2020),문흥동 1017,,35.189617,126.926109,2022-11-10
4903,(문산로) 문산초등 LP-189 5 (2020),문흥동 1017,,35.189323,126.92588,2022-11-10
4904,(문산로) 문산초등 LP-189 6 (2020),문흥동 1017,,35.189014,126.925697,2022-11-10
4905,(문산로) 문산초등 LP-189 7 (2020),문흥동 1017,,35.188778,126.925507,2022-11-10
4906,(문산로) 문산초등 LP-189 8 (2020),문흥동 1017,,35.188419,126.92524,2022-11-10
4907,(문산로) 문산초등 LP-189 9 (2020),문흥동 1017,,35.188072,126.92495,2022-11-10
4908,(문흥로)문흥고가 11,문흥동 1012,,35.183125,126.925529,2022-11-10
4909,(문흥로)문흥고가 12,문흥동 1012,,35.18298,126.92556,2022-11-10
4910,(서하로) 문화고가위 LP-237 10 (2020),문흥동 1012,,35.1834183,126.9249335,2022-11-10
4911,(서하로) 문화고가위 LP-237 12 (2020),문흥동 1012,,35.1831597,126.9256321,2022-11-10
4912,(서하로) 문화고가위 LP-237 13 (2020),문흥동 1012,,35.1830179,126.9259607,2022-11-10
4913,(서하로) 문화고가위 LP-237 14 (2020),문흥동 288-5,,35.1828715,126.9264509,2022-11-10
4914,(서하로) 문화고가위 LP-237 15 (2020),문흥동 720,,35.182758,126.9268303,2022-11-10
4915,(서하로) 문화고가위 LP-237 16 (2020),문흥동 1018,,35.1827196,126.9271496,2022-11-10
4916,(서하로) 문화고가위 LP-237 17 (2020),문흥동 1018,,35.1826097,126.9274102,2022-11-10
4917,(서하로) 문화고가위 LP-237 18 (2020),문흥동 1018,,35.182449,126.9276514,2022-11-10
4918,(서하로) 문화고가위 LP-237 19 (2020),문흥동 1018,,35.1823018,126.9278142,2022-11-10
4919,(서하로) 문화고가위 LP-237 1 (2020),문흥동 1018,,35.1824468,126.9278575,2022-11-10
4920,(서하로) 문화고가위 LP-237 2 (2020),문흥동 1018,,35.1826253,126.9276419,2022-11-10
4921,(서하로) 문화고가위 LP-237 3 (2020),문흥동 1018,,35.1827656,126.9273599,2022-11-10
4922,(서하로) 문화고가위 LP-237 4 (2020),문흥동 1018,,35.1828639,126.9270562,2022-11-10
4923,(서하로) 문화고가위 LP-237 5 (2020),문흥동 1018,,35.182956,126.926751,2022-11-10
4924,(서하로) 문화고가위 LP-237 6 (2020),문흥동 835-10,,35.1830922,126.926272,2022-11-10
4925,(서하로) 문화고가위 LP-237 7 (2020),문흥동 1012,,35.18322,126.925842,2022-11-10
4926,(서하로) 문화고가위 LP-237 8 (2020),문흥동 1012,,35.183327,126.925514,2022-11-10
4927,(서하로) 문화고가위 LP-237 9 (2020),문흥동 1012,,35.183422,126.925171,2022-11-10
5012,(동배마을길)대광로제비앙 CP-3-12,동림동 219-9,,35.178833,126.863655,2022-11-10
5013,(동배마을길)대광로제비앙 CP-3-11,동림동 1131-11,,35.179131,126.863647,2022-11-10
5014,(동배마을길)대광로제비앙 CP-3-10,동림동 620-1,,35.179317,126.86364,2022-11-10
5015,(동배마을길)대광로제비앙 CP-3-9,동림동 207-1,,35.17952,126.863556,2022-11-10
5016,(동배마을길)대광로제비앙 CP-3-8,동림동 621-1,,35.179619,126.863464,2022-11-10
5017,(동배마을길)대광로제비앙 CP-3-7,동림동 621-2,,35.179756,126.863312,2022-11-10
5018,(동배마을길)대광로제비앙 CP-3-6,동림동 623-2,,35.179909,126.863152,2022-11-10
5019,(동배마을길)대광로제비앙 CP-3-5,동림동 산 80-1,,35.180096,126.862953,2022-11-10
5020,(동배마을길)대광로제비앙 CP-3-4,동림동 산 78-1,,35.180267,126.862778,2022-11-10
5021,(동배마을길)대광로제비앙 CP-3-3,동림동 산 78-10,,35.18045,126.862549,2022-11-10
5022,(동배마을길)대광로제비앙 CP-3-2,동림동 산 78-10,,35.18063,126.862312,2022-11-10
5023,(동배마을길)대광로제비앙 CP-3-1,동림동 198,,35.18082,126.862122,2022-11-10
